Dish,Indian,Mexican,Chinese,American,Mediterranean,Japanese,Thai,Italian
German,0,0,0,1,0,0,0,0
Ma,0,0,2,0,0,0,0,0
Sesame,1,0,4,1,0,12,0,0
Barbequed,0,0,2,1,0,0,2,0
Piah,0,0,0,0,0,0,2,0
Nannys,0,0,0,0,0,0,0,1
Onions,3,0,1,1,1,0,0,2
Onigiri,0,0,0,0,0,3,0,0
CanaiParatha,1,0,0,0,0,0,0,0
or,0,1,2,1,0,0,0,2
Kens,0,1,0,0,0,0,1,0
Bhurtha,1,0,0,0,0,0,0,0
Border,0,1,0,0,0,0,0,0
Signature,0,0,0,0,0,0,0,1
WholeWheat,0,0,0,1,0,0,0,0
Gras,0,0,0,1,0,0,0,0
Seasonings,0,1,0,0,0,0,0,0
Ribollita,0,0,0,0,1,0,0,0
Champuru,0,0,0,0,0,2,0,0
Refry,0,1,0,0,0,0,0,0
Iron,0,0,0,1,0,0,0,0
Scallion,0,0,4,0,0,0,0,0
Fish,7,9,8,7,4,0,4,1
Hot,6,5,10,3,0,0,2,2
Dongan,0,0,2,0,0,0,0,0
Barbecued,0,0,2,1,1,0,0,0
Ten,0,1,1,0,0,0,0,0
Choy,0,0,4,0,0,0,0,0
Tea,6,0,3,1,0,10,3,0
Pearl,0,0,1,0,1,0,1,0
Ahi,0,0,1,0,0,0,0,0
Split,2,0,0,1,0,0,0,0
Layered,1,2,0,1,0,0,0,0
Maharani,1,0,0,0,0,0,0,0
Chinese,0,0,132,0,0,0,0,0
Amish,0,0,0,9,0,0,0,0
Air,0,0,0,0,1,0,0,0
Stovetop,0,0,0,0,0,0,0,1
Gratin,0,0,0,0,1,0,0,0
Extraordinaire,0,0,0,1,0,0,0,0
Curry,87,0,1,0,0,7,59,0
Vinegar,0,0,0,1,1,2,0,0
Nityas,1,0,0,0,0,0,0,0
Tots,0,0,1,0,0,0,0,0
Akki,1,0,0,0,0,0,0,0
Clams,0,0,0,1,0,1,1,1
Pao,0,0,3,0,0,0,0,0
Carrot,7,1,1,0,1,0,2,0
Yu,0,0,1,0,0,0,0,0
Karaage,0,0,0,0,0,2,0,0
Wazzu,0,0,0,1,0,0,0,0
Artichoke,0,1,0,1,0,0,0,4
Marshmallow,0,0,0,0,0,2,0,0
Chana,6,0,0,0,0,0,0,0
Chanpuru,0,0,0,0,0,1,0,0
Basic,2,0,0,0,1,1,0,3
Machhali,1,0,0,0,0,0,0,0
Pimento,0,0,0,1,0,0,0,0
Quality,0,0,1,0,0,0,0,0
Ajoblanco,0,0,0,0,1,0,0,0
Haystacks,0,1,0,0,0,0,0,0
Espys,0,1,0,0,0,0,0,0
Colleens,0,0,0,1,0,0,0,0
Blancmange,0,0,0,0,0,1,0,0
Corn,2,21,5,10,1,0,2,1
Lisas,0,1,0,0,0,0,0,0
Moist,0,0,0,1,0,0,0,0
Garam,4,0,0,0,0,0,0,0
Deviled,0,0,0,0,0,3,0,0
Se,0,0,0,0,0,0,1,0
IndianSpiced,2,0,0,0,1,0,0,0
Kamin,0,0,0,0,0,0,1,0
StirFried,1,0,7,0,0,1,3,0
Latkes,1,0,0,1,0,0,0,0
Konbudashi,0,0,0,0,0,1,0,0
Pancakes,1,0,8,3,0,2,0,0
Aztec,0,1,0,0,0,0,0,0
Drunkards,0,0,0,0,0,0,1,0
OneEgg,0,0,1,0,0,0,0,0
Stir,0,0,4,0,0,1,1,0
Lunar,0,0,2,0,0,0,0,0
Calamari,0,0,0,0,0,0,0,1
Lions,0,0,3,0,0,0,0,0
Ume,0,0,0,0,0,1,0,0
Nachos,0,4,0,0,0,0,0,0
Tender,0,0,1,0,0,0,2,1
Frijoles,0,1,0,0,0,0,0,0
Pecan,0,0,0,9,0,0,0,0
Fluffy,0,0,0,1,0,1,0,0
Mongolian,0,0,5,0,0,0,0,0
Legs,0,0,0,0,0,0,3,0
Fajita,0,7,0,0,0,0,0,0
Soi,0,0,0,0,0,0,1,0
Asada,0,3,0,0,0,0,0,0
Fake,0,0,0,0,0,1,0,0
Iced,0,0,0,0,0,0,3,0
Glass,0,0,1,0,0,0,1,0
Cheese,1,15,0,7,4,2,0,17
Seven,0,5,0,1,0,0,0,0
Stick,0,0,0,0,0,0,0,1
Firecracker,0,0,0,1,0,0,0,0
Peanut,5,1,2,0,0,0,18,0
Rugelach,0,0,0,1,0,0,0,0
Maria,0,0,0,1,0,0,0,0
For,0,0,0,0,0,0,0,1
Koa,0,0,0,0,0,0,1,0
Vandels,0,0,0,0,1,0,0,0
Pickled,0,0,2,0,1,2,0,0
Tamale,0,1,0,0,0,0,0,0
Debs,0,0,1,1,0,0,0,0
Vermicelli,0,0,1,0,0,0,0,0
GingerSpiced,0,0,0,0,0,1,0,0
Gourd,0,0,0,0,0,1,0,0
KetoFriendly,0,0,0,0,0,0,1,0
Almond,0,0,4,1,1,0,0,0
Smoked,0,0,0,0,0,1,0,0
Italiana,0,0,0,0,0,0,0,1
Pork,4,11,59,11,0,10,13,12
Gerrys,0,1,0,0,0,0,0,0
Goan,1,0,0,0,0,0,0,0
Jorges,1,0,0,0,0,0,0,0
Ice,1,0,0,0,0,3,0,0
Picante,0,2,0,0,0,0,0,0
FlavorFest,1,0,0,0,0,0,0,0
Italiano,0,0,0,0,0,0,0,4
BetterThanOlive,0,0,0,0,0,0,0,1
Sauceless,0,0,0,0,0,0,0,1
PaprikaParmesan,0,0,0,1,0,0,0,0
Grandmas,0,0,2,2,0,0,0,1
Heinz,1,0,0,0,0,0,0,0
Pandan,0,0,0,0,0,0,5,0
Sriracha,0,0,0,0,0,0,1,0
Wife,0,0,1,0,0,0,0,0
Breast,0,0,1,0,1,0,0,2
Popcorn,0,0,1,0,0,0,0,0
Fillets,2,0,0,3,0,0,0,1
Kikkoman,0,0,1,0,0,0,0,0
Focaccia,0,0,0,0,0,0,0,3
Fazool,0,0,0,0,0,0,0,1
Kabocha,0,0,0,0,0,1,0,0
Tamarind,3,0,0,0,0,0,2,0
Raid,0,1,0,0,0,0,0,0
Heirloom,0,0,0,0,2,0,0,0
Really,0,1,0,0,0,0,0,0
person,0,0,1,0,0,0,0,0
Pastry,0,0,1,0,0,0,0,0
Mai,0,0,1,0,0,0,0,0
Owens,0,0,1,0,0,0,0,0
Toronto,0,0,0,0,0,0,1,0
Todds,0,0,0,0,0,0,1,0
SoyFree,0,0,0,0,0,0,1,0
Cold,0,0,4,0,2,1,1,0
Potsticker,0,0,0,0,0,1,1,0
Gram,1,0,0,0,0,0,0,0
Chipotle,0,5,0,1,0,0,0,0
Cholay,1,0,0,0,0,0,0,0
Strawberries,0,0,0,1,0,0,0,0
amp,0,1,0,2,1,0,0,0
Omurice,0,0,0,0,0,2,0,0
Devils,0,0,0,0,0,0,1,0
Hainanese,0,0,3,0,0,0,0,0
PotatoLentil,1,0,0,0,0,0,0,0
Dom,0,0,0,0,0,0,1,0
Jersey,0,0,0,3,0,0,0,0
Mousse,0,0,0,0,0,1,0,1
Tomatillo,0,4,0,0,0,0,0,0
ChipotleLime,0,1,0,1,0,0,0,0
Sana,0,0,0,0,1,0,0,0
Jeeb,0,0,0,0,0,0,1,0
Koong,0,0,0,0,0,0,1,0
Paleo,1,0,0,0,0,0,0,0
Ca,0,0,1,0,0,0,0,0
II,6,24,9,20,3,2,0,22
Stephens,0,0,0,1,0,0,0,0
Skinned,0,0,1,0,0,0,0,0
Elaines,0,0,0,1,0,0,0,0
Chris,0,0,0,1,0,0,0,0
Barley,1,0,0,0,1,0,0,1
Kalbi,0,0,0,0,0,1,0,0
Kalamata,0,0,0,0,0,0,0,1
n,0,0,1,0,0,0,0,0
TamarindDate,1,0,0,0,0,0,0,0
Massaman,0,0,0,0,0,0,2,0
Northern,0,0,0,0,0,0,1,1
Chick,1,0,0,0,0,0,0,0
White,0,4,2,5,3,0,3,4
Swedish,0,0,0,1,0,0,0,0
Parma,0,0,0,0,1,0,0,0
Chocolate,2,0,0,4,0,0,0,2
Southwestern,0,7,0,0,0,0,0,0
Fat,0,1,0,0,0,0,0,0
Lamb,14,0,2,3,2,0,2,1
Adovada,0,1,0,0,0,0,0,0
Napa,0,0,1,0,0,0,0,0
Cashew,3,0,0,1,0,0,3,0
Rajma,2,0,0,0,0,0,0,0
Absolute,0,1,0,0,0,0,0,0
The,1,1,0,2,0,2,4,3
Florentine,0,0,0,1,1,0,0,4
Girls,0,0,0,0,0,0,0,1
Channa,1,0,0,0,0,0,0,0
Chuka,0,0,0,0,0,1,0,0
Bao,0,0,2,0,0,0,0,0
Seeds,0,0,0,1,0,2,0,0
Habanero,0,0,0,1,0,0,0,0
Chess,0,0,0,2,0,0,0,0
III,1,8,2,3,0,0,0,5
Treasure,0,0,2,0,0,0,0,0
Cob,0,2,0,0,0,0,0,0
Thai,0,0,0,0,0,0,188,0
Imam,0,0,0,0,1,0,0,0
Cream,4,10,0,5,0,3,2,10
Eds,0,0,0,1,0,0,0,0
Mixed,0,0,1,0,0,0,0,0
Tabbouleh,0,0,0,0,2,0,0,0
Kentucky,0,0,0,3,0,0,0,0
Cotton,0,0,0,0,0,1,0,0
Ivano,0,0,0,0,0,0,0,1
Milk,4,1,4,0,0,2,4,0
Ham,0,0,1,4,1,0,0,0
Sheekh,1,0,0,0,0,0,0,0
Pita,0,0,0,0,2,0,0,0
Chip,0,0,0,3,0,0,0,0
Balsamic,0,0,0,3,1,0,0,7
Husband,0,0,0,1,0,0,0,0
Goya,0,0,0,0,0,2,0,0
Panzanella,0,0,0,0,1,0,0,1
Galangal,0,0,0,0,0,0,1,0
Margarita,0,4,0,0,0,0,0,0
Oven,0,1,0,1,0,0,0,0
Southern,0,0,0,15,0,0,0,0
Starter,0,0,0,1,0,0,0,0
Shredded,0,8,1,1,0,0,0,0
Veggie,1,0,0,2,1,1,0,2
Jalfrazie,1,0,0,0,0,0,0,0
Coconut,19,0,2,0,0,1,24,0
Chips,0,3,0,1,0,0,0,0
Donburi,0,0,0,0,0,2,0,0
Nigiri,0,0,0,0,0,1,0,0
alla,0,0,0,0,0,0,0,2
Chops,3,2,1,5,2,0,0,7
Bamboo,0,0,2,0,0,0,0,0
Winter,1,0,1,0,0,1,0,0
Grits,0,0,0,2,0,0,0,0
Okonomilotes,0,0,0,0,0,1,0,0
Oriental,0,0,1,0,0,1,1,0
Chowder,0,1,0,6,0,0,1,0
Authentic,4,7,3,2,1,4,7,0
Biryani,10,0,0,0,0,0,0,0
Hellfire,0,0,0,1,0,0,0,0
Hummus,0,0,0,0,8,0,0,0
Toscani,0,0,0,0,0,0,0,1
Blueberry,0,0,0,3,0,0,0,0
Cajun,0,0,0,18,0,0,0,0
Oranged,0,0,0,1,0,0,0,0
Alfredo,0,0,0,1,0,0,0,19
Pinto,0,2,0,1,0,0,0,0
Albondigas,0,2,0,0,0,0,0,0
IndianInfluenced,1,0,0,0,0,0,0,0
Eye,0,0,0,1,0,1,0,0
York,0,0,0,3,0,0,0,1
Jia,0,0,1,0,0,0,0,0
Squid,0,0,1,0,0,1,0,0
Brownie,0,0,0,0,0,0,0,1
Jamies,0,0,0,1,0,0,0,1
Side,0,0,0,0,2,0,0,0
Teppanyaki,0,0,0,0,0,1,0,0
One,0,1,0,1,0,0,0,0
Insalata,0,0,0,0,1,0,0,2
Valdostano,0,0,0,0,0,0,0,1
Coney,0,0,0,1,0,0,0,0
Roast,2,1,1,5,3,0,0,3
Cantonese,0,0,6,0,0,0,0,0
Dosas,1,0,0,0,0,0,0,0
Pickin,0,0,0,1,0,0,0,0
So,0,0,2,0,0,0,0,0
Bowls,0,0,0,0,0,1,0,1
Fresh,0,3,0,5,2,0,2,5
Pad,0,0,0,0,0,0,31,0
Qiezi,0,0,1,0,0,0,0,0
Sukhothai,0,0,0,0,0,0,1,0
Lucks,0,0,1,0,0,0,0,0
Keto,0,0,1,0,0,0,1,0
Salade,0,0,0,0,1,0,0,0
Carbonara,0,0,0,0,0,0,0,3
Thaistyle,0,0,0,0,0,0,1,0
Jameys,0,0,1,0,0,0,0,0
Canele,0,1,0,0,0,0,0,0
Lo,0,0,5,0,0,0,0,0
Radish,0,0,1,0,1,0,0,0
MidSummer,0,0,0,0,0,0,0,1
Remoulade,0,0,0,1,0,0,0,0
Linguine,0,0,0,2,1,0,0,2
Prawn,2,0,2,0,0,1,2,0
Heathers,0,1,0,0,0,0,0,0
Fruited,1,0,0,0,0,0,0,0
MasalaSpiced,1,0,0,0,0,0,0,0
Fire,0,0,1,1,0,0,0,0
Tarts,0,0,1,1,0,0,0,0
al,0,0,0,0,2,0,0,0
Wheat,2,1,0,1,2,0,0,0
Poached,0,0,1,0,0,1,1,0
Bun,0,0,1,0,0,0,0,0
Mangoes,0,0,0,0,0,0,1,0
Carolina,0,0,0,1,0,0,0,0
Bengali,1,0,0,0,0,0,0,0
Bangalore,1,0,0,0,0,0,0,0
Wilted,0,0,0,0,0,0,0,1
Concentrate,1,0,0,0,0,0,0,0
Soul,0,0,0,1,0,0,0,0
Agedashi,0,0,0,0,0,2,0,0
Brandis,0,0,1,0,0,0,0,0
Keema,5,0,0,0,0,0,0,0
Chaat,1,0,0,0,0,0,0,0
Tamagoyaki,0,0,0,0,0,1,0,0
Turmeric,5,0,0,0,0,0,0,0
Cider,0,0,0,1,0,0,0,0
Crazy,1,0,0,0,0,0,0,0
Snapper,0,1,0,0,0,0,0,0
Japanese,0,0,0,0,0,97,0,0
Mow,0,0,0,0,0,0,1,0
Smooth,0,0,0,1,0,0,0,0
BBQ,0,0,2,3,0,1,1,1
Cheesy,0,2,0,3,0,0,0,7
Chimichangas,0,6,0,2,0,0,0,0
Whits,0,1,0,0,0,0,0,0
Watermelon,0,0,0,0,1,0,0,0
Andys,0,1,0,0,0,0,0,0
Mac,0,0,0,1,0,0,0,0
Borracho,0,1,0,0,0,0,0,0
Buttery,1,0,0,1,0,0,0,0
Zoni,0,0,0,0,0,1,0,0
Melanzane,0,0,0,0,2,0,0,0
Walnuts,0,0,0,0,1,0,0,0
PotAuFeu,0,0,0,0,0,1,0,0
Spongy,0,0,0,0,0,2,0,0
FreeMango,0,0,0,0,0,0,1,0
Jenns,0,0,0,0,0,0,0,1
au,0,0,0,0,0,0,0,1
Lasagne,0,0,0,0,0,0,0,1
Sformato,0,0,0,0,1,0,0,0
Mild,2,1,0,1,0,0,1,1
Valentinos,0,0,0,0,0,0,0,1
HakkaStyle,0,0,1,0,0,0,0,0
Tenders,0,0,0,1,0,0,1,0
Furikake,0,0,0,0,0,1,0,0
Churros,0,1,0,0,0,0,0,0
Shepherds,1,1,0,0,0,0,0,0
Aaloo,1,0,0,0,0,0,0,0
Addictive,0,1,0,0,0,0,0,0
Root,1,0,1,0,1,0,1,0
Kha,0,0,0,0,0,0,4,0
Daan,0,0,1,0,0,0,0,0
Puerco,0,1,0,0,0,0,0,0
Monte,0,0,0,1,0,0,0,0
Okinawa,0,0,0,0,0,1,0,0
from,1,0,1,0,0,0,0,0
Lentils,8,0,0,0,0,0,0,0
Keertis,1,0,0,0,0,0,0,0
Brownbag,0,1,0,0,0,0,0,0
Tzatziki,0,0,0,0,2,0,0,0
Pla,0,0,0,0,0,0,2,0
House,0,0,1,0,0,0,0,0
Conchas,0,1,0,0,0,0,0,0
Gyoza,0,0,0,0,0,5,0,0
Maple,0,0,0,3,0,0,0,0
Feta,0,0,0,2,6,0,0,1
Cinnamon,0,3,0,0,0,0,0,2
Broiled,0,0,0,1,1,2,0,1
Arkansas,0,0,0,1,0,0,0,0
allAmatriciana,0,0,0,0,0,0,0,1
Shau,0,0,1,0,0,0,0,0
Razor,0,0,1,0,0,0,0,0
Crackers,0,0,0,1,0,0,0,0
Fruitcake,0,0,0,0,0,1,0,0
Layer,0,5,0,1,0,1,0,2
Fiery,0,1,1,1,0,0,0,0
Pixies,1,0,0,0,0,0,0,0
Nori,0,0,0,0,0,4,0,0
Zhu,0,0,1,0,0,0,0,0
Guisado,0,2,0,0,0,0,0,0
Kidney,3,0,0,0,0,0,0,0
Beet,1,0,0,0,0,0,0,0
Bhurji,1,0,0,0,0,0,0,0
Singapore,0,0,1,0,0,0,0,0
Rich,0,1,0,0,0,0,0,1
Irresistible,0,0,0,1,0,0,0,0
Prosciutto,1,0,0,1,1,0,0,1
Cupcakes,1,0,0,1,0,0,0,0
China,0,0,1,0,0,0,0,0
Gyu,0,0,0,0,0,1,0,0
Ultimate,0,0,0,0,0,0,0,1
Exotic,2,0,0,0,0,0,0,0
Exquisite,0,0,0,0,0,0,0,1
Green,5,9,9,7,1,12,20,1
Barbeque,1,0,3,1,0,0,1,0
Daves,0,0,0,1,0,0,0,0
Etouffee,0,0,0,3,0,0,0,0
Wings,2,0,5,4,2,1,3,0
Seasoning,0,7,0,1,0,0,0,0
Farmers,0,1,0,0,0,0,0,0
Buns,0,0,10,1,0,0,0,0
Traditional,1,1,3,0,1,2,0,3
Pie,2,8,0,13,0,0,0,2
Karhaai,1,0,0,0,0,0,0,0
Sake,0,0,0,0,0,2,0,0
HoshiShiitake,0,0,0,0,0,1,0,0
Stock,0,0,0,0,0,1,1,0
Dees,0,1,0,0,0,0,0,0
Pineapple,1,1,3,3,0,1,5,0
Southwest,0,3,0,1,0,0,0,0
Flautas,0,2,0,0,0,0,0,0
Downeast,0,0,0,1,0,0,0,0
Genmaicha,0,0,0,0,0,1,0,0
Cook,0,0,0,0,0,0,1,0
Navratan,2,0,0,0,0,0,0,0
Primavera,0,0,0,0,0,0,0,3
Kayo,0,0,0,0,0,0,1,0
Cool,0,1,0,0,0,0,0,0
Squash,1,0,0,5,4,2,2,5
Soy,0,0,2,1,0,5,0,0
Salty,0,0,1,0,0,0,0,0
Basil,0,0,0,0,2,0,13,4
Dip,2,22,0,6,0,1,1,2
Potato,17,5,2,14,5,3,1,3
Custard,0,0,1,0,0,0,1,0
Loose,0,0,0,1,0,0,0,0
Jasmines,0,0,0,0,0,0,0,1
Johns,2,0,2,4,1,1,0,8
Ahead,0,1,0,0,0,0,0,1
Manju,0,0,0,0,0,1,0,0
Artichokes,0,0,0,0,0,0,0,2
Anaheim,0,1,0,0,0,0,0,0
Oyakodon,0,0,0,0,0,2,0,0
Tonkotsu,0,0,0,0,0,1,0,0
Pumpkin,3,0,0,4,0,2,3,0
Egg,4,1,24,0,3,5,1,1
Raisins,2,0,0,0,2,0,0,0
Healthy,0,1,1,0,0,0,2,0
Incredibly,0,0,0,0,0,0,0,1
Melitzanes,0,0,0,0,1,0,0,0
Chahan,0,0,0,0,0,1,0,0
Apples,2,0,0,0,1,0,0,0
Haam,0,0,1,0,0,0,0,0
Cottage,1,1,0,0,0,0,0,0
Karens,0,1,0,0,0,0,0,0
Strawberry,1,0,0,1,0,1,0,0
MediterraneanStyle,0,0,0,0,1,0,0,0
Antojitos,0,1,0,0,0,0,0,0
Farm,0,0,0,1,0,0,0,0
Gee,0,0,0,0,0,0,1,0
Mussel,0,0,1,0,0,0,0,0
Newport,0,0,0,1,0,0,0,0
Hekka,0,0,0,0,0,1,0,0
as,0,0,0,1,0,0,0,0
Boiled,0,0,1,0,0,0,0,0
Gomasio,0,0,0,0,0,1,0,0
Matcha,0,0,0,0,0,1,0,0
Fingers,0,0,0,1,0,0,0,0
Mikes,0,0,0,0,0,0,0,1
Castella,0,0,0,0,0,1,0,0
Mushroom,1,1,2,3,0,1,1,6
Kari,1,0,0,0,0,0,0,0
ChettinadStyle,1,0,0,0,0,0,0,0
Mamaws,0,0,0,1,0,0,0,0
CarrotBean,1,0,0,0,0,0,0,0
Year,0,0,4,0,0,0,0,0
a,0,3,2,3,0,0,2,7
Pressure,0,4,1,0,0,1,0,0
Get,0,0,0,2,0,0,0,0
Pudding,1,0,3,1,2,1,7,0
Tri,0,0,0,0,0,0,1,0
Wrap,0,0,0,0,1,0,0,0
Doughnuts,0,0,1,1,0,0,0,0
Sues,0,1,0,0,0,0,0,0
Menas,0,0,0,0,1,0,0,0
Lean,0,0,1,0,0,0,0,0
Sabji,1,0,0,0,0,0,0,0
Cowboy,0,0,0,2,0,0,0,0
Buffalo,0,0,0,10,0,1,1,0
Shoyu,0,0,0,1,0,4,0,0
Texas,0,6,0,4,0,0,0,0
Chicken,105,97,74,59,30,23,78,72
Ribs,0,0,6,7,0,2,0,0
MexicanStyle,0,1,0,0,0,0,0,0
SlowCooker,0,3,0,0,0,0,0,1
Bacon,0,0,0,3,0,0,0,1
HoneyWalnut,0,0,1,0,0,0,0,0
Hearts,0,0,0,0,0,0,0,1
Fasolakia,0,0,0,0,1,0,0,0
Kimchi,0,0,0,0,0,1,0,0
Chickpeas,6,0,0,0,2,0,0,1
Guisada,0,3,0,0,0,0,0,0
Karwari,1,0,0,0,0,0,0,0
Mein,0,0,6,0,0,0,0,0
Jonagolds,1,0,0,0,0,0,0,0
Marrakesh,0,0,0,0,1,0,0,0
Shui,0,0,1,0,0,0,0,0
Collard,0,0,0,2,0,0,0,0
Berry,0,0,0,1,0,0,0,0
ExGirlfriends,0,1,0,0,0,0,0,0
Joes,0,0,1,0,0,0,0,0
SemiHomemade,0,0,0,0,0,1,0,0
Out,0,0,0,0,0,0,0,1
Stickers,0,0,3,0,0,0,0,0
Saganaki,0,0,0,0,1,0,0,0
Good,0,0,0,1,1,0,0,0
Mooncake,0,0,1,0,0,0,0,0
Sticker,0,0,1,0,0,0,0,0
OvenFried,0,0,0,1,0,0,0,0
Matar,5,0,0,0,0,0,0,0
Tsao,0,0,1,0,0,0,0,0
Hominy,0,1,0,0,0,0,0,0
Pats,0,0,0,1,0,0,0,0
Mu,0,0,1,0,0,0,0,0
Salsa,0,33,0,4,0,0,1,0
Fennel,0,0,0,0,4,0,0,0
Reduction,0,0,0,0,0,0,0,1
Yum,0,0,0,0,0,4,6,0
meat,0,0,0,0,0,1,0,0
Mayo,0,1,0,3,0,0,0,0
Ball,0,0,2,0,0,0,0,0
Over,0,1,0,0,0,0,0,0
Terrys,0,1,0,1,1,0,0,0
Ricotta,0,0,0,0,0,0,0,6
Tropical,0,0,0,1,0,0,0,0
Kielbasa,0,0,0,2,0,0,0,0
Superfast,0,0,0,1,0,0,0,0
Succotash,0,0,0,0,1,0,0,0
Mussaman,0,0,0,0,0,0,1,0
Krapow,0,0,0,0,0,0,1,0
Sugar,0,0,0,3,0,0,1,1
MangoPrawn,0,0,0,0,0,0,1,0
Herders,0,0,0,0,0,0,0,1
Slaw,0,2,1,3,0,0,0,0
Alaska,0,0,0,1,0,0,0,0
HandPulled,0,0,1,0,0,0,0,0
SuperSimple,0,0,1,0,0,0,0,0
Vanilla,0,0,0,1,0,0,0,0
Indienne,1,0,0,0,0,0,0,0
Caramel,0,0,0,2,0,0,0,0
Jamon,0,0,0,0,1,0,0,0
Coctel,0,1,0,0,0,0,0,0
Peanuts,0,0,1,0,0,0,1,0
Latte,1,0,0,0,0,1,0,0
Lychee,0,0,2,0,0,0,0,0
Nuts,2,0,0,0,0,0,1,1
Kheer,1,0,0,0,0,0,0,0
Caper,0,0,0,1,1,0,0,0
Soho,0,0,0,0,0,1,0,0
Jian,0,0,1,0,0,0,0,0
Walnut,0,0,2,0,1,0,0,0
Gari,0,0,0,0,0,1,0,0
Olio,0,0,0,0,0,0,0,1
Goong,0,0,0,0,0,0,3,0
Elijahs,1,0,0,0,0,0,0,0
Cheesecake,0,3,0,4,0,6,0,2
Camp,0,0,0,0,0,0,0,1
Chimi,0,1,0,0,0,0,0,0
SageButter,0,0,0,0,0,0,0,1
Chickpea,10,0,0,1,5,0,0,0
Masur,1,0,0,0,0,0,0,0
Hariyali,1,0,0,0,0,0,0,0
Sandwich,0,1,0,5,0,0,0,4
Bataka,1,0,0,0,0,0,0,0
Porridge,0,0,3,0,0,0,0,0
Lyonnaise,0,0,0,0,1,0,0,0
Sha,0,0,1,0,0,0,0,0
Tot,0,1,0,0,0,0,0,0
Mayoster,0,0,0,0,0,1,0,0
CurryPeanut,0,0,0,0,0,0,1,0
Fragrant,0,0,0,0,0,0,1,0
Jays,0,0,0,0,0,0,0,1
V,1,2,0,1,0,0,0,1
Prawns,2,0,2,0,0,0,5,0
Citrus,0,0,1,0,0,0,0,0
KashmiriStyle,1,0,0,0,0,0,0,0
Siciliana,0,0,0,0,0,0,0,1
Reshmi,1,0,0,0,0,0,0,0
And,1,0,1,1,0,0,0,0
Iowa,0,0,0,1,0,0,0,0
Bites,0,0,0,0,0,0,1,1
Tandoori,12,0,0,0,0,0,0,0
Thighs,1,0,0,0,0,0,1,0
MozzarellaStuffed,0,0,0,0,0,0,0,1
Pepe,0,0,0,0,1,0,0,3
Mole,0,2,0,0,0,0,0,0
Premium,0,0,0,0,0,0,0,1
Foil,0,0,0,0,3,0,0,1
Hyderabadi,1,0,0,0,0,0,0,0
Yummylicious,0,0,0,0,0,1,0,0
Quesadilla,1,1,0,0,0,0,0,0
Salted,0,0,0,0,0,1,0,0
Cotta,0,0,0,0,0,0,0,1
Byoo,0,0,0,0,0,0,1,0
Soup,18,31,42,13,11,18,29,21
Palak,7,0,0,0,0,0,0,0
Lindas,0,0,0,0,0,0,0,1
Alu,1,0,0,0,0,0,0,0
Chi,0,0,1,0,0,2,0,0
Mamuang,0,0,0,0,0,0,1,0
Stephanies,0,0,0,0,0,0,0,1
Rancheros,0,1,0,0,0,0,0,0
Dijon,0,0,0,1,0,0,0,0
Ratatouille,0,0,0,1,0,1,0,0
Rice,34,26,23,5,6,18,26,2
Stewed,0,1,0,0,0,0,0,0
Mardi,0,0,0,1,0,0,0,0
Lasagna,0,7,0,1,0,0,0,44
Cavatelli,0,0,0,0,1,0,0,2
Daal,2,0,0,0,0,0,0,0
Gnocchi,0,0,0,0,0,0,0,5
Monkfish,0,0,0,0,0,0,2,0
Ever,2,1,0,2,0,0,0,4
Butter,17,1,0,5,0,6,4,3
Kings,0,0,0,0,0,0,1,0
Microwaved,1,0,0,0,0,0,0,0
Lauras,0,0,0,1,0,0,0,0
Masaledar,1,0,0,0,0,0,0,0
Pico,0,4,0,1,0,0,0,0
Sea,0,0,1,1,0,2,0,0
Cutlet,0,0,0,0,0,1,0,0
GingerTamarind,1,0,0,0,0,0,0,0
Cheeseburger,0,1,0,0,0,0,0,0
Hardboiled,0,0,0,0,1,0,0,0
Besan,3,0,0,0,0,0,0,0
Hash,2,0,0,0,1,0,0,0
Riggies,0,0,0,0,0,0,0,1
Hiyashi,0,0,0,0,0,1,0,0
TexMex,0,1,0,2,0,0,0,0
Tan,0,0,3,0,0,0,0,0
Grapefruit,0,0,0,0,0,0,2,0
Mele,0,0,0,0,0,0,0,1
Indian,93,0,0,0,0,0,0,0
Slippery,0,0,1,0,0,0,0,0
Kal,0,0,0,0,0,0,1,0
Couscous,2,1,0,0,3,0,0,0
Mackerel,0,0,0,0,1,1,0,0
Tableside,0,0,0,0,0,1,0,0
Shiitake,0,0,0,0,0,1,0,0
Relish,1,0,0,0,0,0,0,0
Peppered,0,0,2,0,0,0,0,1
Bang,0,0,3,0,0,0,0,0
Tips,0,0,1,0,0,0,0,0
Marsala,0,0,0,0,1,0,0,3
Grill,0,0,0,0,1,0,0,0
Make,0,1,0,0,0,0,2,2
Modenese,0,0,0,0,0,0,0,1
Carne,0,6,0,0,0,0,0,0
Melts,0,1,0,0,0,0,0,0
Mushrooms,0,0,2,1,3,3,2,1
Cindys,0,0,0,1,0,0,1,0
Poulourie,1,0,0,0,0,0,0,0
Pignoli,0,0,0,0,0,0,0,1
Snow,0,0,2,0,0,0,0,0
Baked,4,2,2,20,10,0,1,15
Tod,0,0,0,0,0,0,2,0
De,0,3,0,0,0,0,0,0
Rounds,0,0,0,1,0,0,0,0
Nabeyaki,0,0,0,0,0,1,0,0
Deep,0,1,0,1,0,1,0,0
Shiru,0,0,0,0,0,1,0,0
ki,1,0,0,0,0,0,0,0
Making,0,0,0,0,0,0,1,0
